,0,不良-機械傷害,不良-著色不佳,不良-炭疽病,不良-乳汁吸附,不良-黑斑病
398,32350.jpg,1,0,0,0,0
399,13749.jpg,1,0,1,0,0
400,45655.jpg,1,0,1,0,0
401,06816.jpg,1,0,0,0,0
402,23970.jpg,1,0,0,0,0
403,08985.jpg,1,0,1,0,0
404,11821.jpg,1,1,1,0,0
405,33947.jpg,1,0,1,0,0
406,17510.jpg,1,0,1,0,0
407,38465.jpg,1,0,1,0,0
408,19414.jpg,1,1,1,0,0
409,40569.jpg,1,0,0,0,0
410,44835.jpg,1,0,1,0,0
411,06518.jpg,1,0,1,0,0
412,36159.jpg,1,0,0,0,0
413,21864.jpg,1,0,0,0,1
414,40462.jpg,1,0,1,0,0
415,09414.jpg,1,0,0,0,0
416,41824.jpg,1,0,1,0,0
417,35514.jpg,1,0,0,0,0
418,09267.jpg,1,0,0,0,0
419,45641.jpg,0,1,0,0,0
420,14828.jpg,0,1,0,0,0
421,04124.jpg,0,0,1,0,0
422,22083.jpg,0,1,0,0,0
423,27633.jpg,0,0,1,0,0
424,19856.jpg,0,1,0,0,0
425,20956.jpg,0,0,0,1,0
426,28854.jpg,0,1,0,0,0
427,24149.jpg,0,1,0,0,0
428,07732.jpg,0,1,0,0,0
429,21828.jpg,0,1,0,0,0
430,06373.jpg,0,1,0,0,0
431,29196.jpg,0,1,0,0,0
432,34255.jpg,0,1,0,0,0
433,36311.jpg,0,1,0,0,0
434,25493.jpg,0,1,0,0,0
435,09487.jpg,0,1,0,0,0
436,07341.jpg,0,1,0,0,0
437,30108.jpg,0,1,0,0,0
438,44209.jpg,0,0,1,0,0
439,27860.jpg,0,1,0,0,0
440,17052.jpg,0,0,1,0,0
441,26084.jpg,0,1,0,0,0
442,14205.jpg,0,1,0,0,0
443,03521.jpg,0,0,1,0,0
444,45175.jpg,0,1,1,0,0
445,08644.jpg,0,1,0,0,0
446,26590.jpg,0,1,0,0,0
447,14190.jpg,0,1,0,0,0
448,36188.jpg,0,1,0,0,0
449,04873.jpg,0,1,0,0,0
450,45926.jpg,0,0,1,0,0
451,41719.jpg,0,1,0,0,0
452,32200.jpg,0,1,0,0,0
453,33912.jpg,0,1,0,0,0
454,29489.jpg,0,1,0,0,0
455,39409.jpg,0,1,0,0,0
456,42580.jpg,0,1,0,0,0
457,02125.jpg,0,1,0,0,0
458,09916.jpg,0,1,0,0,0
459,13099.jpg,0,1,0,0,0
460,10384.jpg,0,0,1,0,0
461,11388.jpg,0,0,1,0,0
462,00225.jpg,0,0,1,0,0
463,15727.jpg,0,1,0,0,0
464,15693.jpg,0,0,0,1,0
465,16368.jpg,0,1,0,0,0
466,40154.jpg,0,1,0,0,0
467,28609.jpg,0,1,0,0,0
468,44486.jpg,0,0,1,0,0
469,22869.jpg,0,0,1,0,0
470,03204.jpg,0,1,0,0,0
471,18185.jpg,0,1,0,0,0
472,30954.jpg,0,1,0,0,0
473,44432.jpg,0,1,0,0,0
474,22193.jpg,0,0,0,1,0
475,26040.jpg,0,1,1,0,0
476,47636.jpg,0,0,1,0,0
477,40859.jpg,0,0,1,0,0
478,48149.jpg,0,1,0,0,0
479,30471.jpg,0,1,0,0,0
480,30322.jpg,0,1,0,0,0
481,41168.jpg,0,1,0,0,0
482,01461.jpg,0,1,0,0,0
483,09783.jpg,0,1,0,0,0
484,00105.jpg,0,1,0,0,0
485,27402.jpg,0,0,1,0,0
486,48277.jpg,0,1,0,0,0
487,05400.jpg,0,1,0,0,0
488,44298.jpg,0,1,0,0,0
489,13269.jpg,0,0,1,0,0
490,41292.jpg,0,0,0,1,0
491,40081.jpg,0,1,0,0,0
492,34079.jpg,0,1,0,0,0
493,29050.jpg,0,1,0,0,0
494,40769.jpg,0,1,0,0,0
495,10522.jpg,0,1,0,0,1
496,11325.jpg,0,1,0,0,0
497,45085.jpg,0,1,1,0,0
498,09683.jpg,0,0,0,1,0
499,12390.jpg,0,1,0,0,0
500,22234.jpg,0,0,0,1,0
501,37847.jpg,0,0,1,0,0
502,03691.jpg,0,0,1,0,0
503,34109.jpg,0,1,0,0,0
504,23584.jpg,0,1,0,0,0
505,09567.jpg,0,0,1,0,0
506,21642.jpg,0,0,1,0,0
507,16715.jpg,0,1,0,0,0
508,10978.jpg,0,1,0,0,0
509,15081.jpg,0,1,0,0,0
510,02210.jpg,0,0,1,0,0
511,29167.jpg,0,0,1,0,0
512,30317.jpg,0,0,1,0,0
513,47822.jpg,0,1,0,0,0
514,36661.jpg,0,1,1,0,0
515,43130.jpg,0,1,0,0,0
516,47669.jpg,0,1,0,0,0
517,45525.jpg,0,1,0,0,0
518,05926.jpg,0,0,1,0,0
519,43933.jpg,0,1,0,0,0
520,31937.jpg,0,0,1,0,0
521,08517.jpg,0,0,1,0,0
522,41191.jpg,0,0,1,0,0
523,14946.jpg,0,0,1,0,0
524,43347.jpg,0,0,1,0,0
525,16008.jpg,0,1,0,0,0
526,24253.jpg,0,0,0,0,1
527,38111.jpg,0,0,1,0,0
528,10335.jpg,0,1,0,0,0
529,12174.jpg,0,1,0,0,0
530,05385.jpg,0,1,0,0,0
531,41056.jpg,0,1,0,0,0
532,06968.jpg,0,0,1,0,0
533,46187.jpg,0,1,0,0,0
534,24197.jpg,0,1,0,0,0
535,30021.jpg,0,1,0,0,0
536,06668.jpg,0,1,1,0,0
537,04064.jpg,0,1,0,0,0
538,14388.jpg,0,0,1,0,0
539,35229.jpg,0,1,1,0,0
540,07487.jpg,0,1,0,0,0
541,18156.jpg,0,1,0,0,0
542,05600.jpg,0,1,0,0,0
543,16709.jpg,0,0,1,0,0
544,17528.jpg,0,1,0,0,0
545,29046.jpg,0,0,1,0,0
546,06340.jpg,0,0,1,0,0
547,11085.jpg,0,1,0,0,0
548,14185.jpg,0,0,0,1,0
549,22232.jpg,0,0,1,0,0
550,03409.jpg,0,1,0,0,0
551,18004.jpg,0,1,1,0,0
552,44018.jpg,0,1,0,0,0
553,14704.jpg,0,1,0,0,0
554,28755.jpg,0,1,0,0,0
555,24571.jpg,0,1,0,0,0
556,07803.jpg,0,1,0,0,0
557,27226.jpg,0,1,0,0,0
558,45698.jpg,0,1,0,0,0
559,03072.jpg,0,1,0,0,0
560,25697.jpg,0,0,1,0,0
561,31154.jpg,0,1,0,0,0
562,29463.jpg,0,1,0,0,0
563,41067.jpg,0,1,0,0,0
564,33648.jpg,0,0,1,0,0
565,20227.jpg,0,1,0,0,0
566,46863.jpg,0,1,0,0,0
567,16228.jpg,0,0,1,0,0
568,10308.jpg,0,1,0,0,0
569,07043.jpg,0,0,0,1,0
570,06272.jpg,0,1,0,0,0
571,11751.jpg,0,0,1,0,0
572,30774.jpg,0,0,1,0,0
573,43085.jpg,0,0,1,0,0
574,15468.jpg,0,0,1,0,0
575,18373.jpg,0,0,1,0,0
576,19865.jpg,0,0,1,0,0
577,05396.jpg,0,0,1,0,0
578,05672.jpg,0,0,1,0,0
579,16036.jpg,0,0,1,0,0
580,21213.jpg,0,0,1,0,0
581,18125.jpg,0,0,1,0,0
582,45032.jpg,0,0,0,1,0
583,06007.jpg,0,0,1,0,0
584,47935.jpg,0,0,1,0,1
585,00528.jpg,0,0,1,0,0
586,18340.jpg,0,0,1,0,0
587,32602.jpg,0,0,1,1,0
588,44159.jpg,0,0,1,0,0
589,24092.jpg,0,0,0,1,0
590,31931.jpg,0,0,1,0,0
591,20652.jpg,0,0,1,0,0
592,37775.jpg,0,0,1,0,0
593,35317.jpg,0,0,1,0,0
594,29777.jpg,0,1,1,0,0
595,44059.jpg,0,1,0,0,0
596,42514.jpg,0,0,0,1,1
597,43505.jpg,0,0,1,0,0
598,25659.jpg,0,0,1,0,0
599,24876.jpg,0,1,1,0,0
600,48433.jpg,0,0,1,0,0
601,25082.jpg,0,1,0,1,0
602,46738.jpg,0,0,1,1,0
603,12781.jpg,0,1,0,1,0
604,02732.jpg,0,1,1,0,1
605,10730.jpg,0,0,1,0,1
606,26365.jpg,0,0,0,1,0
607,44286.jpg,0,0,1,0,1
608,09593.jpg,0,1,1,1,0
609,21981.jpg,0,0,1,0,0
610,27019.jpg,0,1,0,1,0
611,44533.jpg,0,1,0,1,0
612,33807.jpg,0,0,1,0,0
613,42472.jpg,0,0,1,0,1
614,15921.jpg,0,0,1,0,1
615,10536.jpg,0,1,0,1,0
616,47863.jpg,0,0,1,0,1
617,10463.jpg,0,0,1,0,0
618,14651.jpg,0,1,1,1,1
619,28247.jpg,0,0,1,0,0
620,45767.jpg,0,1,0,0,0
621,17889.jpg,0,0,1,0,0
622,07893.jpg,0,0,1,0,0
623,37867.jpg,0,0,1,0,0
624,33317.jpg,0,0,1,0,0
625,15895.jpg,0,0,1,0,1
626,21983.jpg,0,0,1,0,0
627,39889.jpg,0,0,1,0,0
628,16880.jpg,0,0,0,0,1
629,00205.jpg,0,0,1,0,0
630,24367.jpg,0,0,1,0,0
631,27992.jpg,0,0,1,0,0
632,26573.jpg,0,0,1,0,0
633,15679.jpg,0,0,1,0,0
634,00826.jpg,0,1,1,0,0
635,12897.jpg,0,0,1,0,0
636,30072.jpg,0,0,1,0,0
637,49932.jpg,0,1,0,0,0
638,03826.jpg,0,0,1,0,0
639,49216.jpg,0,0,1,0,0
640,05211.jpg,0,0,1,0,0
641,37591.jpg,0,0,1,0,0
642,37623.jpg,0,0,1,0,0
643,17135.jpg,0,1,1,1,1
644,15255.jpg,0,1,0,1,0
645,43249.jpg,0,0,1,0,0
646,22575.jpg,0,1,1,0,0
647,08059.jpg,0,0,1,1,0
648,29662.jpg,0,1,1,0,0
649,30623.jpg,0,0,1,0,0
650,13829.jpg,0,0,1,0,0
651,08837.jpg,0,0,1,0,0
652,36490.jpg,0,0,1,1,0
653,48971.jpg,0,0,1,0,1
654,02090.jpg,0,0,1,0,0
655,38370.jpg,0,1,1,1,1
656,14786.jpg,0,0,1,0,1
657,02176.jpg,0,0,1,1,0
658,06128.jpg,0,0,1,0,0
659,08267.jpg,0,1,1,0,0
660,37241.jpg,0,1,0,0,0
661,13404.jpg,0,0,1,1,0
662,36020.jpg,0,0,1,0,0
663,47934.jpg,0,0,1,0,0
664,09515.jpg,0,0,1,0,0
665,44488.jpg,0,0,0,1,0
666,39411.jpg,0,0,1,0,0
667,33064.jpg,0,0,1,0,0
668,21195.jpg,0,0,1,1,0
669,37048.jpg,0,0,1,0,0
670,19011.jpg,0,0,1,0,0
671,48302.jpg,0,0,1,0,0
672,25230.jpg,0,0,1,0,0
673,37210.jpg,0,0,1,0,0
674,06145.jpg,0,0,1,0,0
675,21832.jpg,0,0,1,0,0
676,09870.jpg,0,1,0,0,0
677,24813.jpg,0,0,0,1,0
678,23119.jpg,0,0,1,0,0
679,34819.jpg,0,1,0,0,0
680,37923.jpg,0,1,0,0,0
681,36088.jpg,0,1,0,1,0
682,04565.jpg,0,0,1,0,0
683,12003.jpg,0,0,0,0,1
684,19332.jpg,0,0,0,0,1
685,42989.jpg,0,1,0,1,0
686,41506.jpg,0,0,1,0,0
687,09378.jpg,0,0,1,0,0
688,10574.jpg,0,0,1,0,0
689,03130.jpg,0,0,1,0,0
690,02459.jpg,0,0,1,0,0
691,26414.jpg,0,0,1,0,0
692,36928.jpg,0,0,0,0,1
693,06977.jpg,0,1,1,0,0
694,33301.jpg,0,0,1,0,0
695,04512.jpg,0,0,0,1,0
696,45907.jpg,0,0,0,1,1
697,42704.jpg,0,0,1,0,0
698,09862.jpg,0,0,1,0,0
699,19085.jpg,0,0,1,0,0
700,14760.jpg,0,0,0,1,0
701,19471.jpg,0,0,0,1,0
702,26332.jpg,0,0,1,1,0
703,45425.jpg,0,0,1,0,0
704,21748.jpg,0,0,1,0,0
705,49374.jpg,0,0,1,0,0
706,21762.jpg,0,1,1,0,0
707,45124.jpg,0,1,0,0,1
708,00368.jpg,0,0,0,1,0
709,40742.jpg,0,0,1,1,0
710,09805.jpg,0,0,1,0,0
711,40923.jpg,0,0,1,1,0
712,16373.jpg,0,0,1,0,0
713,28367.jpg,0,0,1,1,1
714,00033.jpg,0,0,1,0,0
715,09927.jpg,0,0,0,1,0
716,08575.jpg,0,1,1,0,0
717,25067.jpg,0,0,1,0,0
718,06080.jpg,0,0,1,0,0
719,32097.jpg,0,0,1,0,0
720,41393.jpg,0,0,1,0,0
721,41763.jpg,0,0,1,0,0
722,40159.jpg,0,0,1,0,0
723,26447.jpg,0,0,1,0,0
724,28766.jpg,0,0,1,0,0
725,27278.jpg,0,1,1,0,0
726,24533.jpg,0,0,1,0,0
727,41327.jpg,0,0,1,0,0
728,19190.jpg,0,0,1,0,0
729,23506.jpg,0,0,1,0,0
730,08524.jpg,0,0,1,0,0
